"自治体コード","行番号","都道府県名","市区町村名","営業施設名称、屋号又は商号","営業施設名称、屋号又は商号（フリガナ）","営業の種類","業態","営業施設所在地","営業施設方書","緯度","経度","営業施設電話番号","法人名","法人番号","法人住所","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"014150","fBiz00000114570000000116","神奈川県","相模原市中央区","ローソンストア１００　東林間店","ローソンストアヒャク　ヒガシリンカンテン","⑩ コンビニエンスストア","コンビニエンスストア","神奈川県相模原市南区東林間4-12-7","",35.520175,139.436652,"0427016699","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"014150","fBiz00000114570000000117","神奈川県","相模原市中央区","ローソンストア１００　相模原中ノ原店","ローソンストアヒャク　サガミハラナカノハラテン","⑩ コンビニエンスストア","コンビニエンスストア","神奈川県相模原市緑区下九沢1611-3","",35.578770,139.339541,"0427621661","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"014150","fBiz00000114570000000118","神奈川県","相模原市中央区","ローソンストア１００　下九沢竹ノ内店","ローソンストアヒャク　シモクザワタケノウチテン","⑩ コンビニエンスストア","コンビニエンスストア","神奈川県相模原市緑区下九沢2512－3","",35.585549,139.321004,"0427643199","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"014150","fBiz00000114570000000119","神奈川県","相模原市中央区","ローソンストア１００　相模原田名望地店","ローソンストアヒャク　サガミハラタナモウチテン","⑩ コンビニエンスストア","コンビニエンスストア","神奈川県相模原市中央区田名5694-7","",35.541706,139.339055,"0427640899","株式会社ローソンストア１００","1010701028684","神奈川県川崎市幸区大宮町1310番","","","","","","","届出","",""
"014150","fBiz00000115920000000257","神奈川県","相模原市中央区","カルディコーヒーファーム　ミウィ橋本店","カルディコーヒーファーム　ミウィハシモトテン","⑬ その他の食料・飲料販売業","小売業","神奈川県相模原市緑区橋本3-28-1　","ミウィ橋本1F",35.595133,139.345719,"042-700-7525","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"014150","fBiz00000115920000000259","神奈川県","相模原市中央区","カルディコーヒーファーム　アリオ橋本店","カルディコーヒーファーム　アリオハシモトテン","⑬ その他の食料・飲料販売業","小売業","神奈川県相模原市緑区大山町1-22　","アリオ橋本 1Ｆ",35.591020,139.349769,"042-774-3571","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"014150","fBiz00000115920000000261","神奈川県","相模原市中央区","カルディコーヒーファーム　ボーノ相模大野店","カルディコーヒーファーム　ボーノサガミオオノテン","⑬ その他の食料・飲料販売業","小売業","神奈川県相模原市南区相模大野3-2-1　","ボーノ相模大野北棟2階",35.531111,139.434686,"042-746-6561","株式会社キャメル珈琲","6010901003292","東京都世田谷区代田2-31-8","","","","","","","届出","",""
"014150","fBiz00000116140000000001","神奈川県","相模原市中央区","株式会社　常盤産業　本社工場","カブシキガイシャ　トキワサンギョウ　ホンシャコウジョウ","⑭ 添加物製造・加工業（法第13 条第１項の規定により規格が定められた添加物の製造を除く。）","","神奈川県相模原市南区麻溝台７－１５－２","",35.530849,139.398323,"0427661001","株式会社常盤産業","4021001013349","神奈川県相模原市南区麻溝台７丁目２４番３５号","","","","","","","届出","",""
"014150","fBiz00000116140000000001","神奈川県","相模原市中央区","株式会社　常盤産業　本社工場","カブシキガイシャ　トキワサンギョウ　ホンシャコウジョウ","⑮ いわゆる健康食品の製造・加工業","","神奈川県相模原市南区麻溝台７－１５－２","",35.530849,139.398323,"0427661001","株式会社常盤産業","4021001013349","神奈川県相模原市南区麻溝台７丁目２４番３５号","","","","","","","届出","",""
"014150","fBiz00000116140000000001","神奈川県","相模原市中央区","株式会社　常盤産業　本社工場","カブシキガイシャ　トキワサンギョウ　ホンシャコウジョウ","㉔ その他の食料品製造・加工業","","神奈川県相模原市南区麻溝台７－１５－２","",35.530849,139.398323,"0427661001","株式会社常盤産業","4021001013349","神奈川県相模原市南区麻溝台７丁目２４番３５号","","","","","","","届出","",""
"014150","fBiz00000117010000000002","神奈川県","相模原市中央区","","","㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）","","","","","","","","","","","","","","","","届出","",""
"014150","fBiz00000118550000000017","神奈川県","相模原市中央区","","","㉖ 集団給食施設","","","","","","","","","","","","","","","","届出","",""
"014150","fBiz00000127130000000009","神奈川県","相模原市中央区","クアットロクオーリ","クアットロクオーリ","⑬ その他の食料・飲料販売業","飲食店","神奈川県相模原市南区相模大野3-3-2","Bono相模大野南棟2階",35.531283,139.435890,"0427672636","株式会社イタリアンイノベーションクッチーナ","8010702009850","東京都品川区小山３丁目２６番９号ハイツ武蔵小山１階","","","","","","","届出","",""
"014150","fBiz00000129180000000024","神奈川県","相模原市中央区","ダイソー　京王クラウン街橋本店","ダイソー　ケイオウクラウンガイハシモトテン","⑬ その他の食料・飲料販売業","小売業","神奈川県相模原市緑区橋本６－１－２４　","京王クラウン街橋本２階",35.596245,139.343266,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001006","神奈川県","相模原市中央区","ダイソー　ニトリモール相模原店","ダイソー　ニトリモールサガミハラテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市南区大野台６－１－１","ニトリモール相模原店３階",35.555322,139.410281,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001016","神奈川県","相模原市中央区","ダイソー　相模大野ステーションスクエア店","ダイソー　サガミオオノステーションスクエアテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市南区相模大野３－８－１","相模大野ステーションスクエアＡ館７階",35.532422,139.438101,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001017","神奈川県","相模原市中央区","ダイソー　イオン橋本店","ダイソー　イオンハシモトテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市緑区橋本６－２－１","イオン橋本店５階",35.596032,139.344852,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001018","神奈川県","相模原市中央区","ダイソー　ザ・マーケットプレイス相模原店","ダイソー　ザ・マーケットプレイスサガミハラテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市中央区下九沢５７番地１","ザ・マーケットプレイス相模原",35.575630,139.346755,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001019","神奈川県","相模原市中央区","ダイソー　三和麻溝店","ダイソー　サンワアサミゾテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市南区下溝５９８－１","三和麻溝店Ｂ館２階",35.530139,139.376661,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001020","神奈川県","相模原市中央区","ダイソー　スーパーアルプス城山店","ダイソー　スーパーアルプスシロヤマテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市緑区原宿３－８－１５","",35.597683,139.308818,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001021","神奈川県","相模原市中央区","ダイソー　上溝横山店","ダイソー　カミミゾヨコヤマテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市中央区横山６－８－２１　","２階",35.559068,139.364790,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001022","神奈川県","相模原市中央区","ダイソー　相模原城山店","ダイソー　サガミハラシロヤマテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市緑区原宿南１－５－１","",35.595655,139.313855,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001477","神奈川県","相模原市中央区","ダイソー　相模原小町通店","ダイソー　サガミハラコマチドオリテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市中央区小町通２丁目１－１","",35.572280,139.358850,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000129180000001479","神奈川県","相模原市中央区","ダイソー　相模原陽光台店","ダイソー　サガミハラヨウコウダイテン","⑬ その他の食料・飲料販売業","","神奈川県相模原市中央区陽光台６－４－１３","",35.548878,139.378603,"","株式会社大創産業","7240001022681","広島県東広島市西条吉行東一丁目４番１４号","","","","","","","届出","",""
"014150","fBiz00000130720000000229","神奈川県","相模原市中央区","コーナン相模原小山店","コーナンサガミハラオヤマテン","⑪ 百貨店、総合スーパー","販売業","神奈川県相模原市中央区小山3丁目37番1号","",35.583060,139.356589,"042-770-7031","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"014150","fBiz00000130720000000267","神奈川県","相模原市中央区","コーナン相模原西橋本店","コーナンサガミハラニシハシモトテン","⑪ 百貨店、総合スーパー","販売業","神奈川県相模原市緑区西橋本5丁目4番3号","",35.596865,139.334528,"0427003691","","","大阪府堺市西区鳳東町4丁401番地1","","","","","","","届出","",""
"014150","fBiz00000132650000000076","神奈川県","相模原市中央区","にじいろ保育園古淵","ニジイロホイクエンコブチ","㉖ 集団給食施設","認可保育園施設","神奈川県相模原市南区古淵２丁目１７番９号","",35.554588,139.418973,"042-707-9116","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"014150","fBiz00000132650000000096","神奈川県","相模原市中央区","にじいろ保育園上鶴間本町","ニジイロホイクエンカミツルマホンチョウ","㉖ 集団給食施設","認可保育園施設","神奈川県相模原市南区上鶴間本町2丁目6番21号","",35.541703,139.438674,"042-705-2451","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"014150","fBiz00000401760000000001","神奈川県","相模原市中央区","","","⑬ その他の食料・飲料販売業","","","","","","","","","","","","","","","","届出","",""
"014150","fBiz00000132650000000097","神奈川県","相模原市中央区","にじいろ保育園淵野辺","ニジイロホイクエンフチノベ","㉖ 集団給食施設","認可保育園施設","神奈川県相模原市中央区淵野辺5丁目9番6号","",35.569671,139.402331,"042-851-3022","ライクキッズ株式会社","7021001004691","東京都渋谷区道玄坂一丁目12番1号　渋谷マークシティウェスト","","","","","","","届出","",""
"014150","fBiz00000135490000000211","神奈川県","相模原市中央区","ファミリーマート　相模湖町","ファミリーマート　サガミコチョウ","⑩ コンビニエンスストア","コンビニエンスストア","神奈川県相模原市緑区与瀬３３２番地１","",35.613545,139.191830,"042-682-6955","株式会社ファミリーマート","2013301010706","東京都港区芝浦三丁目１番２１号 ","","","","","","","届出","",""
"014150","fBiz00000139870000000011","神奈川県","相模原市中央区","フィットネクサス24相模原","フィットネクサスサガミハラ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","神奈川県相模原市中央区中央1丁目2-1","gooday place相模原4F",35.574630,139.366663,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000197","神奈川県","相模原市中央区","快活CLUB　FiT24　津久井城山店","カイカツクラブフィットニジュウヨンツクイシロヤマテン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市緑区原宿1丁目2-24","",35.598222,139.314174,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000225","神奈川県","相模原市中央区","ルネサンス橋本","ルネサンスハシモト","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","神奈川県相模原市緑区橋本3-3-1","ＩＮＧ橋本5Ｆ",35.594633,139.348540,"042-775-6600","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000226","神奈川県","相模原市中央区","ルネサンス淵野辺","ルネサンスフチノベ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市中央区鹿沼台1-9-15","",35.568590,139.392397,"042-753-5461","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000368","神奈川県","相模原市中央区","メガロス相模大野","メガロスサガミオオノ","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","神奈川県相模原市南区相模大野3-2-1","ボーノ５F",35.531227,139.435014,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000418","神奈川県","相模原市中央区","東急スポーツオアシス相模原24＋（1F）","トウキュウスポーツオアシスサガミハラプラス","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市中央区中央2-12-15","",35.571767,139.374021,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000425","神奈川県","相模原市中央区","東急スポーツオアシス相模原24＋（２F）","トウキュウスポーツオアシスサガミハラプラス","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市中央区中央2-12-15","",35.571767,139.374021,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000433","神奈川県","相模原市中央区","FASTGYM24東林間","ファストジムヒガシリンカン","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市南区上鶴間6-28-7","PROSPER-K　2F",35.521718,139.439888,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000583","神奈川県","相模原市中央区","アクトスWill_Gダイエー上溝","アクトスウィルジーカミミゾ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市中央区上溝4-14-19","ダイエー上溝店3F",35.560392,139.357858,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000139870000000599","神奈川県","相模原市中央区","FITPLACE 24 相模大野","フィットプレイスニジュウヨンサガミオオノ","⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）","","神奈川県相模原市南区相模大野3-16-1　B1F","",35.532527,139.435440,"","株式会社ドクターズ・マン","5010401058417","神奈川県横浜市青葉区美しが丘2-14-5","","","","","","","届出","",""
"014150","fBiz00000140920000000041","神奈川県","相模原市中央区","フレッシュダイトー　ボーノ相模大野店","フレッシュダイトー　ボーノサガミオオノテン","⑦ 野菜果物販売業","","神奈川県相模原市南区相模大野3-2","ボーノ相模大野内２F",35.531111,139.434686,"042-705-3900","株式会社大東青果","8012801003486","東京都東大和市中央1-3-3","","","","","","","届出","",""
"014150","fBiz00000141890000000077","神奈川県","相模原市中央区","ダイナム相模原店","ダイナムサガミハラテン","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","神奈川県相模原市中央区中央1丁目3番1号","",35.574380,139.367074,"070-1455-9143","株式会社日本ヒュウマップ","4011501008097","東京都荒川区西日暮里5丁目15番7","","","","","","","届出","",""
"014150","fBiz00000144890000000109","神奈川県","相模原市中央区","れんげ食堂Ｔｏｓｈｕ　橋本店","レンゲショクドウトウシュウ　ハシモトテン","① 飲食店営業","中華料理店","神奈川県相模原市緑区橋本６－２－２","B＇sモール橋本",35.596210,139.344050,"042-773-7551","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","03-001-0570",2021/10/20,2021/10/20,2021/10/20,2028/11/12,"","許可","無し",""
"014150","fBiz00000144890000000301","神奈川県","相模原市中央区","れんげ食堂Toshu　古淵店","レンゲショクドウトウシュウコブチテン","⑬ その他の食料・飲料販売業","中華料理店","神奈川県相模原市南区古淵2-18-3山政第一ビル　1Ｆ","",35.555354,139.419582,"042-750-4081","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000237030000000096","神奈川県","相模原市中央区","","","⑤ コップ式自動販売機（自動洗浄・屋内設置）","","","","","","","","","","","","","","","","届出","",""
"014150","fBiz00000144890000000310","神奈川県","相模原市中央区","れんげ食堂Toshu　橋本店","レンゲショクドウトウシュウハシモトテン","⑬ その他の食料・飲料販売業","中華料理店","神奈川県相模原市緑区橋本6-2-2B`sモール橋本","",35.596073,139.344624,"042-773-7551","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000387","神奈川県","相模原市中央区","キッチンオリジン　小田急相模原店","キッチンオリジンオダキュウサガミハラテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市南区松が枝町23-3　喜久地さかえビル","",35.707399,139.762832,"042-702-8361","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000397","神奈川県","相模原市中央区","オリジン弁当　相模原南台店","オリジンベントウサガミハラミナミダイテン","① 飲食店営業","弁当店","神奈川県相模原市南区南台5-13-12","",35.516559,139.419072,"042-767-0922","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","第04-001-0700号",2022/12/08,2022/12/08,2022/12/08,2030/01/24,"","許可","無",""
"014150","fBiz00000144890000000397","神奈川県","相模原市中央区","オリジン弁当　相模原南台店","オリジンベントウサガミハラミナミダイテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市南区南台5-13-12","",35.516559,139.419072,"042-767-0922","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000431","神奈川県","相模原市中央区","キッチンオリジン　東林間店","キッチンオリジンヒガシリンカンテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市南区上鶴間7-6-5レジュム　ド　ヨシザキ1Ｆ","",35.520750,139.439312,"042-701-5205","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000442","神奈川県","相模原市中央区","キッチンオリジン　古淵店","キッチンオリジンコブチテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市南区古淵2-16-9リバーストーン古淵101号","",35.554874,139.418288,"042-704-6255","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000446","神奈川県","相模原市中央区","キッチンオリジン　相模原駅前店","キッチンオリジンサガミハラエキマエテン","① 飲食店営業","弁当店","神奈川県相模原市中央区相模原3-2-5","",35.579439,139.371962,"042-704-7507","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","050010342",2023/07/28,2023/07/28,2023/07/28,2030/09/12,"","許可","",""
"014150","fBiz00000144890000000446","神奈川県","相模原市中央区","キッチンオリジン　相模原駅前店","キッチンオリジンサガミハラエキマエテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市中央区相模原3-2-5","",35.579452,139.371953,"042-704-7507","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000475","神奈川県","相模原市中央区","キッチンオリジン　西橋本店","キッチンオリジンニシハシモトテン","① 飲食店営業","弁当店","神奈川県相模原市緑区西橋本4-8-55","",35.593971,139.327647,"042-703-1471","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","04-001-0920",2023/03/20,2023/03/20,2023/03/20,2030/04/27,"","許可","なし",""
"014150","fBiz00000144890000000475","神奈川県","相模原市中央区","キッチンオリジン　西橋本店","キッチンオリジンニシハシモトテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市緑区西橋本4-8-55","",35.593971,139.327647,"042-703-1471","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000479","神奈川県","相模原市中央区","キッチンオリジン　相模原清新店","キッチンオリジンサガミハラセイシンテン","① 飲食店営業","弁当店","神奈川県相模原市中央区清新2-12-16","",35.581010,139.362023,"042-704-8608","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","第05-001-0809号",2024/02/02,2024/02/02,2024/02/02,2031/03/16,"","許可","",""
"014150","fBiz00000144890000000479","神奈川県","相模原市中央区","キッチンオリジン　相模原清新店","キッチンオリジンサガミハラセイシンテン","㉕ そうざい製造業","弁当店","神奈川県相模原市中央区清新2-12-16","",35.581010,139.362023,"042-704-8608","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","第04-032-0014号",2022/10/18,2022/10/18,2022/10/18,2029/10/17,"","許可","無",""
"014150","fBiz00000144890000000479","神奈川県","相模原市中央区","キッチンオリジン　相模原清新店","キッチンオリジンサガミハラセイシンテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市中央区清新2-12-16","",35.581010,139.362023,"042-704-8608","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000144890000000495","神奈川県","相模原市中央区","キッチンオリジン　緑ヶ丘店","キッチンオリジンミドリガオカテン","① 飲食店営業","弁当店","神奈川県相模原市中央区緑が丘1-1-14","",35.549166,139.379351,"0427-53-4667","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","03-001-0788",2022/01/24,2022/01/24,2022/01/24,2029/02/22,"","許可","無し",""
"014150","fBiz00000144890000000495","神奈川県","相模原市中央区","キッチンオリジン　緑ヶ丘店","キッチンオリジンミドリガオカテン","⑬ その他の食料・飲料販売業","弁当店","神奈川県相模原市中央区緑が丘1-1-14","",35.549166,139.379351,"0427-53-4667","オリジン東秀株式会社","3012401007462","東京都調布市調布ケ丘一丁目１８番地１　ＫＤＸ調布ビル５階","","","","","","","届出","",""
"014150","fBiz00000146310000000190","神奈川県","相模原市中央区","スターバックスコーヒー相模大野レガロ店","スターバックスコーヒーサガミオオノレガロテン","⑬ その他の食料・飲料販売業","喫茶店","神奈川県相模原市南区相模大野3-16-1","レガロビル 1F",35.532527,139.435440,"042-740-1251","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
"014150","fBiz00000182840000000004","神奈川県","相模原市中央区","アーバンリビング相模原","アーバンリビングサガミハラ","㉖ 集団給食施設","給食","神奈川県相模原市中央区田名4735-1","",35.553416,139.335139,"042-703-9336","株式会社日本ライフデザイン","1010001122031","東京都中央区銀座7丁目4-12","","","","","","","届出","",""
"014150","fBiz00000146310000000211","神奈川県","相模原市中央区","スターバックスコーヒー北里大学病院店","スターバックスコーヒーキタサトダイガクビョウインテン","⑬ その他の食料・飲料販売業","喫茶店","神奈川県相模原市南区北里1-15-1","北里大学病院本館1階",35.542068,139.393359,"042-777-6451","スターバックスコーヒージャパン株式会社","7011001031943","東京都品川区上大崎2-25-2","","","","","","","届出","",""
